,,,,命中率,,,,,,,,,,,,直接攻擊,間接攻擊,廣範圍, 攻擊時使用,防禦時使用,ECM影響,移動攻擊,飛彈編號,射擊間隔
8cm高角砲,艦44J1,2,2,0,39,44,0,0,0,0,0,0,0,大砲,1,○,○,×,○,×,×,○,0,0
25mm機槍,艦44J1,1,1,0,38,52,0,0,0,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
25mm機槍,艦44J2,1,1,0,32,46,0,0,0,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
406mm砲,艦44A1,5,5,0,0,0,65,88,59,0,0,0,0,大砲,3,○,○,×,○,○,×,○,0,0
406mm砲,艦44A2,5,5,0,0,0,65,88,56,0,0,0,0,大砲,3,○,○,×,○,○,×,○,0,0
203mm砲,艦44A1,4,3,0,0,0,69,74,58,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
203mm砲,艦44A2,4,3,0,0,0,67,72,56,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
152mm砲,艦44A1,3,3,0,0,0,60,72,52,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
127mm砲,艦44A1,2,3,0,44,50,65,78,62,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
127mm砲,艦44A2,2,3,0,42,48,64,78,60,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
127mm砲,艦44A3,2,3,0,40,46,63,78,58,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
127mm砲,艦44A4,2,3,0,0,0,64,78,58,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
127mm高角砲,艦44A1,2,3,0,42,48,0,0,0,0,0,0,0,大砲,1,○,○,×,○,×,×,○,0,0
40mm機關砲,艦44A1,1,1,0,58,72,34,42,35,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
40mm機關砲,艦44A2,1,1,0,52,68,34,42,33,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
40mm機關砲,艦44A3,1,1,0,44,65,34,42,30,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0
28mm機槍,艦44A1,1,1,0,48,66,0,0,0,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0

魚雷,艦44J1,2,10,0,0,0,0,0,45,0,0,0,0,魚雷,12,○,○,×,○,×,×,○,0,0
魚雷,艦44J2,1,8,0,0,0,0,0,45,0,0,0,0,魚雷,7,○,×,×,○,×,×,○,0,0
魚雷,艦44A1,1,8,0,0,0,0,0,46,0,0,0,0,魚雷,8,○,×,×,○,×,×,○,0,0

14cm砲,潛44J,1,3,0,0,0,36,55,50,0,0,0,0,大砲,1,○,○,×,○,×,×,○,0,0
12cm砲,潛44J,1,3,0,0,0,38,62,52,0,0,0,0,大砲,1,○,○,×,○,×,×,○,0,0
8cm砲,潛44J,1,2,0,0,0,32,48,45,0,0,0,0,大砲,1,○,○,×,○,×,×,○,0,0
127mm砲,潛44A,1,3,0,0,0,58,64,52,0,0,0,0,大砲,1,○,×,×,○,×,×,○,0,0

魚雷,潛44J,1,8,0,0,0,0,0,45,0,0,0,0,魚雷,7,○,×,×,○,×,×,○,0,0
魚雷,潛44J2,1,8,0,0,0,0,0,43,0,0,0,0,魚雷,7,○,×,×,○,×,×,○,0,0
魚雷,潛44A,1,8,0,0,0,0,0,44,0,0,0,0,魚雷,8,○,×,×,○,×,×,○,0,0

152mm砲,艦82,3,3,0,0,0,62,74,54,0,0,0,0,大砲,1,○,○,×,○,○,×,○,0,0
127mm高角砲,艦82,2,3,0,42,50,0,0,0,0,0,0,0,大砲,1,○,○,×,○,×,×,○,0,0
40mm機關砲,艦82,1,1,0,46,68,34,42,30,0,0,0,0,通常,1,○,×,×,○,○,×,○,0,0

獵槍,特殊,1,1,0,0,0,0,30,20,0,0,0,0,通常,0,○,×,×,○,×,×,○,0,0




89式魚雷,SubSubT,2,12,0,0,0,0,0,60,78,0,0,0,魚雷,50,○,○,×,○,×,×,○,0,0
80式魚雷,SubSubT,1,8,0,0,0,0,0,55,66,0,0,0,魚雷,25,○,○,×,○,×,×,○,0,0
72式魚雷,SubShT,1,10,0,0,0,0,0,48,0,0,0,0,魚雷,20,○,×,×,○,×,×,○,0,0
Mk.48,SubSubT,2,14,0,0,0,0,0,61,73,0,0,0,魚雷,45,○,○,×,○,×,×,○,0,0
Mk.37,SubSubT,1,8,0,0,0,0,0,56,65,0,0,0,魚雷,20,○,×,×,○,×,×,○,0,0
DM2A4,SubSubT,2,12,0,0,0,0,0,62,76,0,0,0,魚雷,50,○,○,×,○,×,×,○,0,0
DM2A3,SubSubT,2,12,0,0,0,0,0,60,70,0,0,0,魚雷,35,○,○,×,○,×,×,○,0,0
DM2A1,SubSubT,2,8,0,0,0,0,0,54,66,0,0,0,魚雷,25,○,○,×,○,×,×,○,0,0
旗魚,SubSubT,2,14,0,0,0,0,0,64,76,0,0,0,魚雷,45,○,○,×,○,×,×,○,0,0
虎魚,SubSubT,2,14,0,0,0,0,0,60,72,0,0,0,魚雷,35,○,○,×,○,×,×,○,0,0
MK.20,SubSubT,2,5,0,0,0,0,0,56,68,0,0,0,魚雷,30,○,○,×,○,×,×,○,0,0
Mk.8,SubSubT,1,10,0,0,0,0,0,46,0,0,0,0,魚雷,15,○,×,×,○,×,×,○,0,0
黑鯊,SubSubT,2,12,0,0,0,0,0,62,78,0,0,0,魚雷,45,○,○,×,○,×,×,○,0,0
ECAN F17,SubSubT,2,12,0,0,0,0,0,60,78,0,0,0,魚雷,50,○,○,×,○,×,×,○,0,0
ECAN L-5,SubSubT,1,10,0,0,0,0,0,58,70,0,0,0,魚雷,25,○,×,×,○,×,×,○,0,0
A-184,SubSubT,2,12,0,0,0,0,0,61,73,0,0,0,魚雷,35,○,○,×,○,×,×,○,0,0
AEG-SUT,SubSubT,1,12,0,0,0,0,0,60,72,0,0,0,魚雷,30,○,×,×,○,×,×,○,0,0
SST-4,SubSubT,1,12,0,0,0,0,0,58,69,0,0,0,魚雷,30,○,×,×,○,×,×,○,0,0
Type46,SubSubT,1,5,0,0,0,0,0,58,84,0,0,0,魚雷,30,○,×,×,○,×,×,○,0,0
Type613,SubSubT,2,8,0,0,0,0,0,62,72,0,0,0,魚雷,45,○,○,×,○,×,×,○,0,0
VA-111 疾風,SubSubT,2,25,0,0,0,0,0,60,64,0,0,0,魚雷,120,○,○,×,○,○,×,○,0,0
UGST,SubSubT,2,10,0,0,0,0,0,68,74,0,0,0,魚雷,35,○,○,×,○,×,×,○,0,0
USET-80,SubSubT,2,14,0,0,0,0,0,62,70,0,0,0,魚雷,30,○,○,×,○,×,×,○,0,0
TEST-71M,SubSubT,2,10,0,0,0,0,0,58,80,0,0,0,魚雷,40,○,○,×,○,×,×,○,0,0
SET-65,SubSubT,1,10,0,0,0,0,0,48,65,0,0,0,魚雷,25,○,×,×,○,×,×,○,0,0
魚5,SubSubT,2,10,0,0,0,0,0,57,78,0,0,0,魚雷,45,○,○,×,○,×,×,○,0,0
魚4,SubSubT,2,10,0,0,0,0,0,52,65,0,0,0,魚雷,35,○,○,×,○,×,×,○,0,0
魚3,SubSubT,1,10,0,0,0,0,0,46,60,0,0,0,魚雷,20,○,×,×,○,×,×,○,0,0
魚1,SubSubT,1,10,0,0,0,0,0,45,0,0,0,0,魚雷,10,○,×,×,○,×,×,○,0,0

UGM-84 魚叉,Sub-Sh-M,6,6,0,0,0,0,0,63,0,0,0,0,飛彈,50,×,○,×,○,×,○,○,0,0
飛魚 SM39,Sub-Sh-M,5,5,0,0,0,0,0,64,0,0,0,0,飛彈,35,×,○,×,○,×,○,○,0,0
雄風Ⅱ,Sub-Sh-M,7,6,0,0,0,0,0,61,0,0,0,0,飛彈,50,×,○,×,○,×,○,○,0,0

3M54E1 短棒S,SuS-N-27,8,10,0,0,0,0,0,59,0,0,0,0,飛彈,55,×,○,×,○,×,○,○,0,0
P-700 Granit,SuS-N-19,9,12,0,0,0,0,0,58,0,0,0,0,飛彈,60,×,○,×,○,×,○,○,0,0
Kh-35,SuS-N-25,6,6,0,0,0,0,0,62,0,0,0,0,飛彈,30,×,○,×,○,×,○,○,0,0

C-803,Sub-Sh-M,8,6,0,0,0,0,0,61,0,0,0,0,飛彈,60,×,○,×,○,×,○,○,0,0
C-802,Sub-Sh-M,6,5,0,0,0,0,0,58,0,0,0,0,飛彈,45,×,○,×,○,×,○,○,0,0
C-801,Sub-Sh-M,3,5,0,0,0,0,0,59,0,0,0,0,飛彈,35,×,○,×,○,×,○,○,0,0

Vodopad-NK,SuSu-N16,5,8,0,0,0,0,0,0,78,0,0,0,飛彈,35,×,○,×,○,×,×,×,0,0
90-RU,SuSu-N15,2,8,0,0,0,0,0,0,75,0,0,0,飛彈,25,×,○,×,○,×,×,○,0,0
85-RU,SuSu-N14,3,4,0,0,0,0,0,0,75,0,0,0,飛彈,20,×,○,×,○,×,×,○,0,0



300mm火箭彈,BM30,6,4,0,0,0,36,80,16,0,0,0,1,飛彈,15,×,○,○,○,×,×,×,0,0

68式30型火箭,30R,5,4,0,0,0,40,72,8,0,0,0,1,飛彈,8,×,○,×,○,×,×,×,0,0
MGR-1,誠實約翰,6,6,0,0,0,40,70,8,0,0,0,1,飛彈,12,×,○,×,○,×,×,×,0,0
Luna-M,FROG,7,6,0,0,0,37,64,8,0,0,0,1,飛彈,12,×,○,×,○,×,×,×,0,0
Luna,FROG,6,5,0,0,0,38,68,8,0,0,0,1,飛彈,10,×,○,×,○,×,×,×,0,0
賽薩爾2,M200,8,4,0,0,0,40,74,8,0,0,0,1,飛彈,12,×,○,×,○,×,×,×,0,0


達奈許,SRBMship,12,5,0,0,0,52,74,0,0,0,0,3,飛彈,300,×,○,○,○,×,×,×,0,0

M-39,SRBM,11,5,0,0,0,62,80,0,0,0,0,3,飛彈,360,×,○,○,○,×,×,×,0,0
MGM-52,SRBM,11,5,0,0,0,54,76,0,0,0,0,3,飛彈,240,×,○,○,○,×,×,×,0,0
9M723K1,SRBM,12,5,0,0,0,59,78,0,0,0,0,3,飛彈,320,×,○,○,○,×,×,×,0,0
9M79,SRBM,10,5,0,0,0,58,76,0,0,0,0,3,飛彈,250,×,○,○,○,×,×,×,0,0
R-300,SRBM,15,5,0,0,0,50,72,0,0,0,0,3,飛彈,250,×,○,○,○,×,×,×,0,0
飛毛腿C,SRBM,16,5,0,0,0,52,74,0,0,0,0,3,飛彈,260,×,○,○,○,×,×,×,0,0
海珊,SRBM,18,5,0,0,0,50,72,0,0,0,0,3,飛彈,400,×,○,○,○,×,×,×,0,0
耶利哥1,SRBM,17,5,0,0,0,59,78,0,0,0,0,3,飛彈,500,×,○,○,○,×,×,×,0,0
火成岩,SRBM,10,5,0,0,0,60,82,0,0,0,0,3,飛彈,360,×,○,○,○,×,×,×,0,0
大地,SRBM,12,5,0,0,0,52,74,0,0,0,0,3,飛彈,260,×,○,○,○,×,×,×,0,0
哈特夫1,SRBM,9,5,0,0,0,48,70,0,0,0,0,3,飛彈,200,×,○,○,○,×,×,×,0,0
東風11號,SRBM,15,5,0,0,0,55,75,0,0,0,0,3,飛彈,280,×,○,○,○,×,×,×,0,0
哈特夫3,SRBM,15,5,0,0,0,55,75,0,0,0,0,3,飛彈,280,×,○,○,○,×,×,×,0,0
M-7,SRBM,12,5,0,0,0,56,74,0,0,0,0,3,飛彈,220,×,○,○,○,×,×,×,0,0


藍鋼,ASurM,8,6,0,0,0,55,68,0,0,0,0,4,飛彈,200,×,○,×,○,×,×,○,0,0
ASMP,ASurM,6,6,0,0,0,64,72,0,0,0,0,5,飛彈,250,×,○,×,○,×,×,○,0,0
Kh-15,ASurM,8,5,0,0,0,55,70,0,0,0,0,4,飛彈,250,×,○,×,○,×,×,○,0,0

AGM-129 ACM,ALCM,20,6,0,0,0,70,85,0,0,0,0,5,巡弋飛彈,600,×,○,×,○,×,×,○,4811,2
AGM-129 ACM,彈頭,1,6,0,0,0,70,85,0,0,0,0,5,彈頭,0,○,×,×,○,×,×,○,0,0
AGM-86 ALCM,ALCM,16,5,0,0,0,65,80,0,0,0,0,4,巡弋飛彈,450,×,○,×,○,×,×,○,4812,2
AGM-86 ALCM,彈頭,1,5,0,0,0,65,80,0,0,0,0,4,彈頭,0,○,×,×,○,×,×,○,0,0

RGM-109 戰斧,ShLCM,15,5,0,0,0,65,80,0,0,0,0,4,巡弋飛彈,450,×,○,×,○,×,×,○,4821,2
RGM-109 戰斧,彈頭,1,5,0,0,0,65,80,0,0,0,0,4,彈頭,0,○,×,×,○,×,×,○,0,0
天龍,ShLCM,10,4,0,0,0,65,80,0,0,0,0,4,巡弋飛彈,350,×,○,×,○,×,×,○,4822,3
天龍,彈頭,1,4,0,0,0,65,80,0,0,0,0,4,彈頭,0,○,×,×,○,×,×,○,0,0

UGM-109 戰斧,SubLCM,12,4,0,0,0,65,80,0,0,0,0,4,巡弋飛彈,350,×,○,×,○,×,×,○,4831,2
UGM-109 戰斧,彈頭,1,4,0,0,0,65,80,0,0,0,0,4,彈頭,0,○,×,×,○,×,×,○,0,0
RKP-55,SS-N-21,20,5,0,0,0,60,78,0,0,0,0,4,巡弋飛彈,500,×,○,×,○,×,×,○,4832,2
RKP-55,彈頭,1,5,0,0,0,60,78,0,0,0,0,4,彈頭,0,○,×,×,○,×,×,○,0,0
SCALP-NAVAL,SubLCM,9,4,0,0,0,64,82,0,0,0,0,5,巡弋飛彈,350,×,○,×,○,×,×,○,4833,2
SCALP-NAVAL,彈頭,1,4,0,0,0,64,82,0,0,0,0,5,彈頭,0,○,×,×,○,×,×,○,0,0

三叉戟,SLBM,38,5,0,0,0,85,90,0,0,0,0,5,彈道飛彈,1200,×,○,○,○,×,×,×,4791,4
三叉戟,彈頭,1,5,0,0,0,85,90,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
R-39,SLBM,40,5,0,0,0,80,85,0,0,0,0,5,彈道飛彈,1400,×,○,○,○,×,×,×,4792,4
R-39,彈頭,1,5,0,0,0,80,85,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
R-30,SLBM,38,5,0,0,0,84,90,0,0,0,0,5,彈道飛彈,1500,×,○,○,○,×,×,×,4797,4
R-30,彈頭,1,5,0,0,0,84,90,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
R-29,SLBM,40,5,0,0,0,82,88,0,0,0,0,5,彈道飛彈,1500,×,○,○,○,×,×,×,4793,4
R-29,彈頭,1,5,0,0,0,82,88,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
M45,SLBM,38,5,0,0,0,84,88,0,0,0,0,5,彈道飛彈,900,×,○,○,○,×,×,×,4794,4
M45,彈頭,1,5,0,0,0,84,88,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
巨浪2,SLBM,40,5,0,0,0,80,85,0,0,0,0,5,彈道飛彈,1300,×,○,○,○,×,×,×,4795,4
巨浪2,彈頭,1,5,0,0,0,80,85,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
巨浪1,SLBM,22,5,0,0,0,76,80,0,0,0,0,5,彈道飛彈,500,×,○,○,○,×,×,×,4796,4
巨浪1,彈頭,1,5,0,0,0,76,80,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0

MGM-31C,ICBM,24,5,0,0,0,84,88,0,0,0,0,5,彈道飛彈,1500,×,○,○,○,×,×,×,4750,4
MGM-31C,彈頭,1,5,0,0,0,84,88,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
LGM-118,ICBM,41,6,0,0,0,88,92,0,0,0,0,6,彈道飛彈,2400,×,○,○,○,×,×,×,4751,4
LGM-118,彈頭,1,6,0,0,0,88,92,0,0,0,0,6,彈頭,0,○,×,○,○,×,×,○,0,0
LGM-30,ICBM,46,6,0,0,0,88,92,0,0,0,0,6,彈道飛彈,3000,×,○,○,○,×,×,×,4752,4
LGM-30,彈頭,1,6,0,0,0,88,92,0,0,0,0,6,彈頭,0,○,×,○,○,×,×,○,0,0
RS-12M,ICBM,42,6,0,0,0,85,90,0,0,0,0,6,彈道飛彈,2000,×,○,○,○,×,×,×,4753,4
RS-12M,彈頭,1,6,0,0,0,85,90,0,0,0,0,6,彈頭,0,○,×,○,○,×,×,○,0,0
RT-21M,ICBM,37,6,0,0,0,85,90,0,0,0,0,6,彈道飛彈,2000,×,○,○,○,×,×,×,4754,4
RT-21M,彈頭,1,6,0,0,0,85,90,0,0,0,0,6,彈頭,0,○,×,○,○,×,×,○,0,0
S-3D,ICBM,32,6,0,0,0,84,88,0,0,0,0,6,彈道飛彈,900,×,○,○,○,×,×,×,4755,4
S-3D,彈頭,1,6,0,0,0,84,88,0,0,0,0,6,彈頭,0,○,×,○,○,×,×,○,0,0
耶利哥2,ICBM,35,6,0,0,0,85,90,0,0,0,0,6,彈道飛彈,2000,×,○,○,○,×,×,×,4756,4
耶利哥2,彈頭,1,6,0,0,0,85,90,0,0,0,0,6,彈頭,0,○,×,○,○,×,×,○,0,0
火神2,ICBM,29,5,0,0,0,80,85,0,0,0,0,5,彈道飛彈,1800,×,○,○,○,×,×,×,4757,4
火神2,彈頭,1,5,0,0,0,80,85,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
火神,ICBM,26,5,0,0,0,70,80,0,0,0,0,5,彈道飛彈,1200,×,○,○,○,×,×,×,4758,4
火神,彈頭,1,5,0,0,0,70,80,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
東風21號,ICBM,24,5,0,0,0,80,85,0,0,0,0,5,彈道飛彈,1300,×,○,○,○,×,×,×,4760,4
東風21號,彈頭,1,5,0,0,0,80,85,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
東風3號,ICBM,34,6,0,0,0,70,75,0,0,0,0,6,彈道飛彈,1200,×,○,○,○,×,×,×,4761,4
東風3號,彈頭,1,6,0,0,0,70,70,0,0,0,0,6,彈頭,0,○,×,○,○,×,×,○,0,0
大浦洞2,ICBM,35,6,0,0,0,70,75,0,0,0,0,6,彈道飛彈,1300,×,○,○,○,×,×,×,4765,4
大浦洞2,彈頭,1,6,0,0,0,70,75,0,0,0,0,6,彈頭,0,○,×,○,○,×,×,○,0,0
大浦洞,ICBM,28,6,0,0,0,70,75,0,0,0,0,6,彈道飛彈,900,×,○,○,○,×,×,×,4762,4
大浦洞,彈頭,1,6,0,0,0,70,75,0,0,0,0,6,彈頭,0,○,×,○,○,×,×,○,0,0
舞水端,ICBM,32,6,0,0,0,78,82,0,0,0,0,6,彈道飛彈,1300,×,○,○,○,×,×,×,4765,4
舞水端,彈頭,1,6,0,0,0,78,82,0,0,0,0,6,彈頭,0,○,×,○,○,×,×,○,0,0
蘆洞,ICBM,22,5,0,0,0,60,65,0,0,0,0,5,彈道飛彈,600,×,○,○,○,×,×,×,4763,4
蘆洞,彈頭,1,5,0,0,0,60,65,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
高里,ICBM,22,5,0,0,0,60,65,0,0,0,0,5,彈道飛彈,600,×,○,○,○,×,×,×,4759,4
高里,彈頭,1,5,0,0,0,60,65,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0
流星3,ICBM,22,5,0,0,0,60,65,0,0,0,0,5,彈道飛彈,600,×,○,○,○,×,×,×,4764,4
流星3,彈頭,1,5,0,0,0,60,65,0,0,0,0,5,彈頭,0,○,×,○,○,×,×,○,0,0

雷射,AL,12,2,0,0,0,0,0,0,0,98,0,0,通常,100,×,○,×,○,○,×,○,0,0

ECM,ECM,5,0,0,0,0,0,0,0,0,0,0,0,ECM,0,×,×,×,×,×,×,×,0,0

工作物資,通常,0,0,0,0,0,0,0,0,0,0,0,0,工作,5,×,×,×,×,×,×,×,0,0
補給物資,通常,0,0,0,0,0,0,0,0,0,0,0,0,補給,2,×,×,×,×,×,×,×,0,0

炸藥,自爆A,0,5,0,0,0,30,65,0,0,0,0,0, 自爆,0,○,×,×,○,×,×,○,0,0

安安雷射,AL,16,6,55,65,75,77,77,75,75,98,0,0,一般,0,○,○,×,○,○,○,○,0,0
安安火箭彈,TYPE0,16,6,45,68,66,78,89,87,77,0,0,0,飛彈,0,×,○,○,○,×,○,○,0,0

,,,,,,,,,,,,,,通常,,○,,,,,,,,
,,,,,,,,,,,,,,飛彈,,×,,,,,,,,
,,,,,,,,,,,,,,彈道飛彈,,,,,,,,,,
,,,,,,,,,,,,,,對空,,,,,,,,,,
,,,,,,,,,,,,,,魚雷,,,,,,,,,,
,,,,,,,,,,,,,,補給,,,,,,,,,,
,,,,,,,,,,,,,,大砲,,,,,,,,,,
,,,,,,,,,,,,,,炸彈,,,,,,,,,,
,,,,,,,,,,,,,,轟炸,,,,,,,,,,
,,,,,,,,,,,,,,彈頭,,,,,,,,,,
,,,,,,,,,,,,,,工作
,,,,,,,,,,,,,,巡弋飛彈
,,,,,,,,,,,,,,自爆
